Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps
52	-109	-9.909090909090908	11	925	52	-109	-9.909090909090908	11	925	52	-109	-9.909090909090908	11	925	52	-109	-9.909090909090908	11	925	52	-109	-9.909090909090908	11	925	52	-109	-9.909090909090908	11	925	52	-109	-9.909090909090908	11	925	52	-109	-9.909090909090908	11	925	52	-109	-9.909090909090908	11	925	52	-109	-9.909090909090908	11	925	52	-109	-9.909090909090908	11	925	52	-109	-9.909090909090908	11	925	52	-109	-9.909090909090908	11	925	52	-109	-9.909090909090908	11	925	52	-109	-9.909090909090908	11	925
53	-101	-33.666666666666664	3	928	53	-101	-33.666666666666664	3	928	53	-101	-33.666666666666664	3	928	53	-101	-33.666666666666664	3	928	53	-101	-33.666666666666664	3	928	53	-101	-33.666666666666664	3	928	53	-101	-33.666666666666664	3	928	53	-101	-33.666666666666664	3	928	53	-101	-33.666666666666664	3	928	53	-101	-33.666666666666664	3	928	53	-101	-33.666666666666664	3	928	53	-101	-33.666666666666664	3	928	53	-101	-33.666666666666664	3	928	53	-101	-33.666666666666664	3	928	53	-101	-33.666666666666664	3	928
54	-100	-50.0	2	930	54	-100	-50.0	2	930	54	-100	-50.0	2	930	54	-100	-50.0	2	930	54	-100	-50.0	2	930	54	-100	-50.0	2	930	54	-100	-50.0	2	930	54	-100	-50.0	2	930	54	-100	-50.0	2	930	54	-100	-50.0	2	930	54	-100	-50.0	2	930	54	-100	-50.0	2	930	54	-100	-50.0	2	930	54	-100	-50.0	2	930	54	-100	-50.0	2	930
55	-118	-5.9	20	950	55	-118	-5.9	20	950	55	-118	-5.9	20	950	55	-118	-5.9	20	950	55	-118	-5.9	20	950	55	-118	-5.9	20	950	55	-118	-5.9	20	950	55	-118	-5.9	20	950	55	-118	-5.9	20	950	55	-118	-5.9	20	950	55	-118	-5.9	20	950	55	-118	-5.9	20	950	55	-118	-5.9	20	950	55	-118	-5.9	20	950	55	-118	-5.9	20	950
56	-115	-6.764705882352941	17	967	56	-115	-6.764705882352941	17	967	56	-115	-6.764705882352941	17	967	56	-115	-6.764705882352941	17	967	56	-115	-6.764705882352941	17	967	56	-115	-6.764705882352941	17	967	56	-115	-6.764705882352941	17	967	56	-115	-6.764705882352941	17	967	56	-115	-6.764705882352941	17	967	56	-115	-6.764705882352941	17	967	56	-115	-6.764705882352941	17	967	56	-115	-6.764705882352941	17	967	56	-115	-6.764705882352941	17	967	56	-115	-6.764705882352941	17	967	56	-115	-6.764705882352941	17	967
57	-110	-9.166666666666666	12	979	57	-110	-9.166666666666666	12	979	57	-110	-9.166666666666666	12	979	57	-110	-9.166666666666666	12	979	57	-110	-9.166666666666666	12	979	57	-110	-9.166666666666666	12	979	57	-110	-9.166666666666666	12	979	57	-110	-9.166666666666666	12	979	57	-110	-9.166666666666666	12	979	57	-110	-9.166666666666666	12	979	57	-110	-9.166666666666666	12	979	57	-110	-9.166666666666666	12	979	57	-110	-9.166666666666666	12	979	57	-110	-9.166666666666666	12	979	57	-110	-9.166666666666666	12	979
58	-100	-50.0	2	981	58	-100	-50.0	2	981	58	-100	-50.0	2	981	58	-100	-50.0	2	981	58	-100	-50.0	2	981	58	-100	-50.0	2	981	58	-100	-50.0	2	981	58	-100	-50.0	2	981	58	-100	-50.0	2	981	58	-100	-50.0	2	981	58	-100	-50.0	2	981	58	-100	-50.0	2	981	58	-100	-50.0	2	981	58	-100	-50.0	2	981	58	-100	-50.0	2	981
59	-108	-10.8	10	991	59	-108	-10.8	10	991	59	-108	-10.8	10	991	59	-108	-10.8	10	991	59	-108	-10.8	10	991	59	-108	-10.8	10	991	59	-108	-10.8	10	991	59	-108	-10.8	10	991	59	-108	-10.8	10	991	59	-108	-10.8	10	991	59	-108	-10.8	10	991	59	-108	-10.8	10	991	59	-108	-10.8	10	991	59	-108	-10.8	10	991	59	-108	-10.8	10	991
60	-103	-20.6	5	996	60	-103	-20.6	5	996	60	-103	-20.6	5	996	60	-103	-20.6	5	996	60	-103	-20.6	5	996	60	-103	-20.6	5	996	60	-103	-20.6	5	996	60	-103	-20.6	5	996	60	-103	-20.6	5	996	60	-103	-20.6	5	996	60	-103	-20.6	5	996	60	-103	-20.6	5	996	60	-103	-20.6	5	996	60	-103	-20.6	5	996	60	-103	-20.6	5	996
61	-101	-33.666666666666664	3	999	61	-101	-33.666666666666664	3	999	61	-101	-33.666666666666664	3	999	61	-101	-33.666666666666664	3	999	61	-101	-33.666666666666664	3	999	61	-101	-33.666666666666664	3	999	61	-101	-33.666666666666664	3	999	61	-101	-33.666666666666664	3	999	61	-101	-33.666666666666664	3	999	61	-101	-33.666666666666664	3	999	61	-101	-33.666666666666664	3	999	61	-101	-33.666666666666664	3	999	61	-101	-33.666666666666664	3	999	61	-101	-33.666666666666664	3	999	61	-101	-33.666666666666664	3	999
62	-121	-5.260869565217392	23	1022	62	-121	-5.260869565217392	23	1022	62	-121	-5.260869565217392	23	1022	62	-121	-5.260869565217392	23	1022	62	-121	-5.260869565217392	23	1022	62	-121	-5.260869565217392	23	1022	62	-121	-5.260869565217392	23	1022	62	-121	-5.260869565217392	23	1022	62	-121	-5.260869565217392	23	1022	62	-121	-5.260869565217392	23	1022	62	-121	-5.260869565217392	23	1022	62	-121	-5.260869565217392	23	1022	62	-121	-5.260869565217392	23	1022	62	-121	-5.260869565217392	23	1022	62	-121	-5.260869565217392	23	1022
63	-100	-50.0	2	1024	63	-100	-50.0	2	1024	63	-100	-50.0	2	1024	63	-100	-50.0	2	1024	63	-100	-50.0	2	1024	63	-100	-50.0	2	1024	63	-100	-50.0	2	1024	63	-100	-50.0	2	1024	63	-100	-50.0	2	1024	63	-100	-50.0	2	1024	63	-100	-50.0	2	1024	63	-100	-50.0	2	1024	63	-100	-50.0	2	1024	63	-100	-50.0	2	1024	63	-100	-50.0	2	1024
64	-137	-3.5128205128205128	39	1063	64	-137	-3.5128205128205128	39	1063	64	-137	-3.5128205128205128	39	1063	64	-137	-3.5128205128205128	39	1063	64	-137	-3.5128205128205128	39	1063	64	-137	-3.5128205128205128	39	1063	64	-137	-3.5128205128205128	39	1063	64	-137	-3.5128205128205128	39	1063	64	-137	-3.5128205128205128	39	1063	64	-137	-3.5128205128205128	39	1063	64	-137	-3.5128205128205128	39	1063	64	-137	-3.5128205128205128	39	1063	64	-137	-3.5128205128205128	39	1063	64	-137	-3.5128205128205128	39	1063	64	-137	-3.5128205128205128	39	1063
65	-104	-17.333333333333332	6	1069	65	-104	-17.333333333333332	6	1069	65	-104	-17.333333333333332	6	1069	65	-104	-17.333333333333332	6	1069	65	-104	-17.333333333333332	6	1069	65	-104	-17.333333333333332	6	1069	65	-104	-17.333333333333332	6	1069	65	-104	-17.333333333333332	6	1069	65	-104	-17.333333333333332	6	1069	65	-104	-17.333333333333332	6	1069	65	-104	-17.333333333333332	6	1069	65	-104	-17.333333333333332	6	1069	65	-104	-17.333333333333332	6	1069	65	-104	-17.333333333333332	6	1069	65	-104	-17.333333333333332	6	1069
66	-106	-13.25	8	1077	66	-106	-13.25	8	1077	66	-106	-13.25	8	1077	66	-106	-13.25	8	1077	66	-106	-13.25	8	1077	66	-106	-13.25	8	1077	66	-106	-13.25	8	1077	66	-106	-13.25	8	1077	66	-106	-13.25	8	1077	66	-106	-13.25	8	1077	66	-106	-13.25	8	1077	66	-106	-13.25	8	1077	66	-106	-13.25	8	1077	66	-106	-13.25	8	1077	66	-106	-13.25	8	1077
67	-104	-17.333333333333332	6	1083	67	-104	-17.333333333333332	6	1083	67	-104	-17.333333333333332	6	1083	67	-104	-17.333333333333332	6	1083	67	-104	-17.333333333333332	6	1083	67	-104	-17.333333333333332	6	1083	67	-104	-17.333333333333332	6	1083	67	-104	-17.333333333333332	6	1083	67	-104	-17.333333333333332	6	1083	67	-104	-17.333333333333332	6	1083	67	-104	-17.333333333333332	6	1083	67	-104	-17.333333333333332	6	1083	67	-104	-17.333333333333332	6	1083	67	-104	-17.333333333333332	6	1083	67	-104	-17.333333333333332	6	1083
68	-106	-13.25	8	1091	68	-106	-13.25	8	1091	68	-106	-13.25	8	1091	68	-106	-13.25	8	1091	68	-106	-13.25	8	1091	68	-106	-13.25	8	1091	68	-106	-13.25	8	1091	68	-106	-13.25	8	1091	68	-106	-13.25	8	1091	68	-106	-13.25	8	1091	68	-106	-13.25	8	1091	68	-106	-13.25	8	1091	68	-106	-13.25	8	1091	68	-106	-13.25	8	1091	68	-106	-13.25	8	1091
69	-100	-50.0	2	1093	69	-100	-50.0	2	1093	69	-100	-50.0	2	1093	69	-100	-50.0	2	1093	69	-100	-50.0	2	1093	69	-100	-50.0	2	1093	69	-100	-50.0	2	1093	69	-100	-50.0	2	1093	69	-100	-50.0	2	1093	69	-100	-50.0	2	1093	69	-100	-50.0	2	1093	69	-100	-50.0	2	1093	69	-100	-50.0	2	1093	69	-100	-50.0	2	1093	69	-100	-50.0	2	1093
70	-100	-50.0	2	1095	70	-100	-50.0	2	1095	70	-100	-50.0	2	1095	70	-100	-50.0	2	1095	70	-100	-50.0	2	1095	70	-100	-50.0	2	1095	70	-100	-50.0	2	1095	70	-100	-50.0	2	1095	70	-100	-50.0	2	1095	70	-100	-50.0	2	1095	70	-100	-50.0	2	1095	70	-100	-50.0	2	1095	70	-100	-50.0	2	1095	70	-100	-50.0	2	1095	70	-100	-50.0	2	1095
71	-117	-6.157894736842105	19	1114	71	-117	-6.157894736842105	19	1114	71	-117	-6.157894736842105	19	1114	71	-117	-6.157894736842105	19	1114	71	-117	-6.157894736842105	19	1114	71	-117	-6.157894736842105	19	1114	71	-117	-6.157894736842105	19	1114	71	-117	-6.157894736842105	19	1114	71	-117	-6.157894736842105	19	1114	71	-117	-6.157894736842105	19	1114	71	-117	-6.157894736842105	19	1114	71	-117	-6.157894736842105	19	1114	71	-117	-6.157894736842105	19	1114	71	-117	-6.157894736842105	19	1114	71	-117	-6.157894736842105	19	1114
72	-143	-3.1777777777777776	45	1159	72	-143	-3.1777777777777776	45	1159	72	-143	-3.1777777777777776	45	1159	72	-143	-3.1777777777777776	45	1159	72	-143	-3.1777777777777776	45	1159	72	-143	-3.1777777777777776	45	1159	72	-143	-3.1777777777777776	45	1159	72	-143	-3.1777777777777776	45	1159	72	-143	-3.1777777777777776	45	1159	72	-143	-3.1777777777777776	45	1159	72	-143	-3.1777777777777776	45	1159	72	-143	-3.1777777777777776	45	1159	72	-143	-3.1777777777777776	45	1159	72	-143	-3.1777777777777776	45	1159	72	-143	-3.1777777777777776	45	1159
73	-106	-13.25	8	1167	73	-106	-13.25	8	1167	73	-106	-13.25	8	1167	73	-106	-13.25	8	1167	73	-106	-13.25	8	1167	73	-106	-13.25	8	1167	73	-106	-13.25	8	1167	73	-106	-13.25	8	1167	73	-106	-13.25	8	1167	73	-106	-13.25	8	1167	73	-106	-13.25	8	1167	73	-106	-13.25	8	1167	73	-106	-13.25	8	1167	73	-106	-13.25	8	1167	73	-106	-13.25	8	1167
74	-100	-50.0	2	1169	74	-100	-50.0	2	1169	74	-100	-50.0	2	1169	74	-100	-50.0	2	1169	74	-100	-50.0	2	1169	74	-100	-50.0	2	1169	74	-100	-50.0	2	1169	74	-100	-50.0	2	1169	74	-100	-50.0	2	1169	74	-100	-50.0	2	1169	74	-100	-50.0	2	1169	74	-100	-50.0	2	1169	74	-100	-50.0	2	1169	74	-100	-50.0	2	1169	74	-100	-50.0	2	1169
75	-100	-50.0	2	1171	75	-100	-50.0	2	1171	75	-100	-50.0	2	1171	75	-100	-50.0	2	1171	75	-100	-50.0	2	1171	75	-100	-50.0	2	1171	75	-100	-50.0	2	1171	75	-100	-50.0	2	1171	75	-100	-50.0	2	1171	75	-100	-50.0	2	1171	75	-100	-50.0	2	1171	75	-100	-50.0	2	1171	75	-100	-50.0	2	1171	75	-100	-50.0	2	1171	75	-100	-50.0	2	1171
76	-107	-11.88888888888889	9	1180	76	-107	-11.88888888888889	9	1180	76	-107	-11.88888888888889	9	1180	76	-107	-11.88888888888889	9	1180	76	-107	-11.88888888888889	9	1180	76	-107	-11.88888888888889	9	1180	76	-107	-11.88888888888889	9	1180	76	-107	-11.88888888888889	9	1180	76	-107	-11.88888888888889	9	1180	76	-107	-11.88888888888889	9	1180	76	-107	-11.88888888888889	9	1180	76	-107	-11.88888888888889	9	1180	76	-107	-11.88888888888889	9	1180	76	-107	-11.88888888888889	9	1180	76	-107	-11.88888888888889	9	1180
77	-100	-50.0	2	1182	77	-100	-50.0	2	1182	77	-100	-50.0	2	1182	77	-100	-50.0	2	1182	77	-100	-50.0	2	1182	77	-100	-50.0	2	1182	77	-100	-50.0	2	1182	77	-100	-50.0	2	1182	77	-100	-50.0	2	1182	77	-100	-50.0	2	1182	77	-100	-50.0	2	1182	77	-100	-50.0	2	1182	77	-100	-50.0	2	1182	77	-100	-50.0	2	1182	77	-100	-50.0	2	1182
78	-126	-4.5	28	1210	78	-126	-4.5	28	1210	78	-126	-4.5	28	1210	78	-126	-4.5	28	1210	78	-126	-4.5	28	1210	78	-126	-4.5	28	1210	78	-126	-4.5	28	1210	78	-126	-4.5	28	1210	78	-126	-4.5	28	1210	78	-126	-4.5	28	1210	78	-126	-4.5	28	1210	78	-126	-4.5	28	1210	78	-126	-4.5	28	1210	78	-126	-4.5	28	1210	78	-126	-4.5	28	1210
79	-100	-50.0	2	1212	79	-100	-50.0	2	1212	79	-100	-50.0	2	1212	79	-100	-50.0	2	1212	79	-100	-50.0	2	1212	79	-100	-50.0	2	1212	79	-100	-50.0	2	1212	79	-100	-50.0	2	1212	79	-100	-50.0	2	1212	79	-100	-50.0	2	1212	79	-100	-50.0	2	1212	79	-100	-50.0	2	1212	79	-100	-50.0	2	1212	79	-100	-50.0	2	1212	79	-100	-50.0	2	1212
80	-130	-4.0625	32	1244	80	-130	-4.0625	32	1244	80	-130	-4.0625	32	1244	80	-130	-4.0625	32	1244	80	-130	-4.0625	32	1244	80	-130	-4.0625	32	1244	80	-130	-4.0625	32	1244	80	-130	-4.0625	32	1244	80	-130	-4.0625	32	1244	80	-130	-4.0625	32	1244	80	-130	-4.0625	32	1244	80	-130	-4.0625	32	1244	80	-130	-4.0625	32	1244	80	-130	-4.0625	32	1244	80	-130	-4.0625	32	1244
81	-118	-5.9	20	1264	81	-118	-5.9	20	1264	81	-118	-5.9	20	1264	81	-118	-5.9	20	1264	81	-118	-5.9	20	1264	81	-118	-5.9	20	1264	81	-118	-5.9	20	1264	81	-118	-5.9	20	1264	81	-118	-5.9	20	1264	81	-118	-5.9	20	1264	81	-118	-5.9	20	1264	81	-118	-5.9	20	1264	81	-118	-5.9	20	1264	81	-118	-5.9	20	1264	81	-118	-5.9	20	1264
82	-105	-15.0	7	1271	82	-105	-15.0	7	1271	82	-105	-15.0	7	1271	82	-105	-15.0	7	1271	82	-105	-15.0	7	1271	82	-105	-15.0	7	1271	82	-105	-15.0	7	1271	82	-105	-15.0	7	1271	82	-105	-15.0	7	1271	82	-105	-15.0	7	1271	82	-105	-15.0	7	1271	82	-105	-15.0	7	1271	82	-105	-15.0	7	1271	82	-105	-15.0	7	1271	82	-105	-15.0	7	1271
83	-103	-20.6	5	1276	83	-103	-20.6	5	1276	83	-103	-20.6	5	1276	83	-103	-20.6	5	1276	83	-103	-20.6	5	1276	83	-103	-20.6	5	1276	83	-103	-20.6	5	1276	83	-103	-20.6	5	1276	83	-103	-20.6	5	1276	83	-103	-20.6	5	1276	83	-103	-20.6	5	1276	83	-103	-20.6	5	1276	83	-103	-20.6	5	1276	83	-103	-20.6	5	1276	83	-103	-20.6	5	1276
84	-73	-0.9605263157894737	76	1352	84	-73	-0.9605263157894737	76	1352	84	-73	-0.9605263157894737	76	1352	84	-73	-0.9605263157894737	76	1352	84	-73	-0.9605263157894737	76	1352	84	-73	-0.9605263157894737	76	1352	84	-73	-0.9605263157894737	76	1352	84	-73	-0.9605263157894737	76	1352	84	-73	-0.9605263157894737	76	1352	84	-73	-0.9605263157894737	76	1352	84	-73	-0.9605263157894737	76	1352	84	-73	-0.9605263157894737	76	1352	84	-73	-0.9605263157894737	76	1352	84	-73	-0.9605263157894737	76	1352	84	-73	-0.9605263157894737	76	1352
85	-100	-50.0	2	1354	85	-100	-50.0	2	1354	85	-100	-50.0	2	1354	85	-100	-50.0	2	1354	85	-100	-50.0	2	1354	85	-100	-50.0	2	1354	85	-100	-50.0	2	1354	85	-100	-50.0	2	1354	85	-100	-50.0	2	1354	85	-100	-50.0	2	1354	85	-100	-50.0	2	1354	85	-100	-50.0	2	1354	85	-100	-50.0	2	1354	85	-100	-50.0	2	1354	85	-100	-50.0	2	1354
86	-100	-50.0	2	1356	86	-100	-50.0	2	1356	86	-100	-50.0	2	1356	86	-100	-50.0	2	1356	86	-100	-50.0	2	1356	86	-100	-50.0	2	1356	86	-100	-50.0	2	1356	86	-100	-50.0	2	1356	86	-100	-50.0	2	1356	86	-100	-50.0	2	1356	86	-100	-50.0	2	1356	86	-100	-50.0	2	1356	86	-100	-50.0	2	1356	86	-100	-50.0	2	1356	86	-100	-50.0	2	1356
87	-103	-20.6	5	1361	87	-103	-20.6	5	1361	87	-103	-20.6	5	1361	87	-103	-20.6	5	1361	87	-103	-20.6	5	1361	87	-103	-20.6	5	1361	87	-103	-20.6	5	1361	87	-103	-20.6	5	1361	87	-103	-20.6	5	1361	87	-103	-20.6	5	1361	87	-103	-20.6	5	1361	87	-103	-20.6	5	1361	87	-103	-20.6	5	1361	87	-103	-20.6	5	1361	87	-103	-20.6	5	1361
88	-100	-50.0	2	1363	88	-100	-50.0	2	1363	88	-100	-50.0	2	1363	88	-100	-50.0	2	1363	88	-100	-50.0	2	1363	88	-100	-50.0	2	1363	88	-100	-50.0	2	1363	88	-100	-50.0	2	1363	88	-100	-50.0	2	1363	88	-100	-50.0	2	1363	88	-100	-50.0	2	1363	88	-100	-50.0	2	1363	88	-100	-50.0	2	1363	88	-100	-50.0	2	1363	88	-100	-50.0	2	1363
89	-105	-15.0	7	1370	89	-105	-15.0	7	1370	89	-105	-15.0	7	1370	89	-105	-15.0	7	1370	89	-105	-15.0	7	1370	89	-105	-15.0	7	1370	89	-105	-15.0	7	1370	89	-105	-15.0	7	1370	89	-105	-15.0	7	1370	89	-105	-15.0	7	1370	89	-105	-15.0	7	1370	89	-105	-15.0	7	1370	89	-105	-15.0	7	1370	89	-105	-15.0	7	1370	89	-105	-15.0	7	1370
90	-100	-50.0	2	1372	90	-100	-50.0	2	1372	90	-100	-50.0	2	1372	90	-100	-50.0	2	1372	90	-100	-50.0	2	1372	90	-100	-50.0	2	1372	90	-100	-50.0	2	1372	90	-100	-50.0	2	1372	90	-100	-50.0	2	1372	90	-100	-50.0	2	1372	90	-100	-50.0	2	1372	90	-100	-50.0	2	1372	90	-100	-50.0	2	1372	90	-100	-50.0	2	1372	90	-100	-50.0	2	1372
91	-116	-6.444444444444445	18	1390	91	-116	-6.444444444444445	18	1390	91	-116	-6.444444444444445	18	1390	91	-116	-6.444444444444445	18	1390	91	-116	-6.444444444444445	18	1390	91	-116	-6.444444444444445	18	1390	91	-116	-6.444444444444445	18	1390	91	-116	-6.444444444444445	18	1390	91	-116	-6.444444444444445	18	1390	91	-116	-6.444444444444445	18	1390	91	-116	-6.444444444444445	18	1390	91	-116	-6.444444444444445	18	1390	91	-116	-6.444444444444445	18	1390	91	-116	-6.444444444444445	18	1390	91	-116	-6.444444444444445	18	1390
92	-105	-15.0	7	1397	92	-105	-15.0	7	1397	92	-105	-15.0	7	1397	92	-105	-15.0	7	1397	92	-105	-15.0	7	1397	92	-105	-15.0	7	1397	92	-105	-15.0	7	1397	92	-105	-15.0	7	1397	92	-105	-15.0	7	1397	92	-105	-15.0	7	1397	92	-105	-15.0	7	1397	92	-105	-15.0	7	1397	92	-105	-15.0	7	1397	92	-105	-15.0	7	1397	92	-105	-15.0	7	1397
93	-117	-6.157894736842105	19	1416	93	-117	-6.157894736842105	19	1416	93	-117	-6.157894736842105	19	1416	93	-117	-6.157894736842105	19	1416	93	-117	-6.157894736842105	19	1416	93	-117	-6.157894736842105	19	1416	93	-117	-6.157894736842105	19	1416	93	-117	-6.157894736842105	19	1416	93	-117	-6.157894736842105	19	1416	93	-117	-6.157894736842105	19	1416	93	-117	-6.157894736842105	19	1416	93	-117	-6.157894736842105	19	1416	93	-117	-6.157894736842105	19	1416	93	-117	-6.157894736842105	19	1416	93	-117	-6.157894736842105	19	1416
94	-100	-50.0	2	1418	94	-100	-50.0	2	1418	94	-100	-50.0	2	1418	94	-100	-50.0	2	1418	94	-100	-50.0	2	1418	94	-100	-50.0	2	1418	94	-100	-50.0	2	1418	94	-100	-50.0	2	1418	94	-100	-50.0	2	1418	94	-100	-50.0	2	1418	94	-100	-50.0	2	1418	94	-100	-50.0	2	1418	94	-100	-50.0	2	1418	94	-100	-50.0	2	1418	94	-100	-50.0	2	1418
95	-125	-4.62962962962963	27	1445	95	-125	-4.62962962962963	27	1445	95	-125	-4.62962962962963	27	1445	95	-125	-4.62962962962963	27	1445	95	-125	-4.62962962962963	27	1445	95	-125	-4.62962962962963	27	1445	95	-125	-4.62962962962963	27	1445	95	-125	-4.62962962962963	27	1445	95	-125	-4.62962962962963	27	1445	95	-125	-4.62962962962963	27	1445	95	-125	-4.62962962962963	27	1445	95	-125	-4.62962962962963	27	1445	95	-125	-4.62962962962963	27	1445	95	-125	-4.62962962962963	27	1445	95	-125	-4.62962962962963	27	1445
96	-126	-4.5	28	1473	96	-126	-4.5	28	1473	96	-126	-4.5	28	1473	96	-126	-4.5	28	1473	96	-126	-4.5	28	1473	96	-126	-4.5	28	1473	96	-126	-4.5	28	1473	96	-126	-4.5	28	1473	96	-126	-4.5	28	1473	96	-126	-4.5	28	1473	96	-126	-4.5	28	1473	96	-126	-4.5	28	1473	96	-126	-4.5	28	1473	96	-126	-4.5	28	1473	96	-126	-4.5	28	1473
97	-115	-6.764705882352941	17	1490	97	-115	-6.764705882352941	17	1490	97	-115	-6.764705882352941	17	1490	97	-115	-6.764705882352941	17	1490	97	-115	-6.764705882352941	17	1490	97	-115	-6.764705882352941	17	1490	97	-115	-6.764705882352941	17	1490	97	-115	-6.764705882352941	17	1490	97	-115	-6.764705882352941	17	1490	97	-115	-6.764705882352941	17	1490	97	-115	-6.764705882352941	17	1490	97	-115	-6.764705882352941	17	1490	97	-115	-6.764705882352941	17	1490	97	-115	-6.764705882352941	17	1490	97	-115	-6.764705882352941	17	1490
98	-100	-50.0	2	1492	98	-100	-50.0	2	1492	98	-100	-50.0	2	1492	98	-100	-50.0	2	1492	98	-100	-50.0	2	1492	98	-100	-50.0	2	1492	98	-100	-50.0	2	1492	98	-100	-50.0	2	1492	98	-100	-50.0	2	1492	98	-100	-50.0	2	1492	98	-100	-50.0	2	1492	98	-100	-50.0	2	1492	98	-100	-50.0	2	1492	98	-100	-50.0	2	1492	98	-100	-50.0	2	1492
99	-103	-20.6	5	1497	99	-103	-20.6	5	1497	99	-103	-20.6	5	1497	99	-103	-20.6	5	1497	99	-103	-20.6	5	1497	99	-103	-20.6	5	1497	99	-103	-20.6	5	1497	99	-103	-20.6	5	1497	99	-103	-20.6	5	1497	99	-103	-20.6	5	1497	99	-103	-20.6	5	1497	99	-103	-20.6	5	1497	99	-103	-20.6	5	1497	99	-103	-20.6	5	1497	99	-103	-20.6	5	1497
100	-100	-50.0	2	1499	100	-100	-50.0	2	1499	100	-100	-50.0	2	1499	100	-100	-50.0	2	1499	100	-100	-50.0	2	1499	100	-100	-50.0	2	1499	100	-100	-50.0	2	1499	100	-100	-50.0	2	1499	100	-100	-50.0	2	1499	100	-100	-50.0	2	1499	100	-100	-50.0	2	1499	100	-100	-50.0	2	1499	100	-100	-50.0	2	1499	100	-100	-50.0	2	1499	100	-100	-50.0	2	1499
101	-167	-2.420289855072464	69	1568	101	-167	-2.420289855072464	69	1568	101	-167	-2.420289855072464	69	1568	101	-167	-2.420289855072464	69	1568	101	-167	-2.420289855072464	69	1568	101	-167	-2.420289855072464	69	1568	101	-167	-2.420289855072464	69	1568	101	-167	-2.420289855072464	69	1568	101	-167	-2.420289855072464	69	1568	101	-167	-2.420289855072464	69	1568	101	-167	-2.420289855072464	69	1568	101	-167	-2.420289855072464	69	1568	101	-167	-2.420289855072464	69	1568	101	-167	-2.420289855072464	69	1568	101	-167	-2.420289855072464	69	1568
102	-100	-50.0	2	1570	102	-100	-50.0	2	1570	102	-100	-50.0	2	1570	102	-100	-50.0	2	1570	102	-100	-50.0	2	1570	102	-100	-50.0	2	1570	102	-100	-50.0	2	1570	102	-100	-50.0	2	1570	102	-100	-50.0	2	1570	102	-100	-50.0	2	1570	102	-100	-50.0	2	1570	102	-100	-50.0	2	1570	102	-100	-50.0	2	1570	102	-100	-50.0	2	1570	102	-100	-50.0	2	1570
103	-127	-4.379310344827586	29	1599	103	-127	-4.379310344827586	29	1599	103	-127	-4.379310344827586	29	1599	103	-127	-4.379310344827586	29	1599	103	-127	-4.379310344827586	29	1599	103	-127	-4.379310344827586	29	1599	103	-127	-4.379310344827586	29	1599	103	-127	-4.379310344827586	29	1599	103	-127	-4.379310344827586	29	1599	103	-127	-4.379310344827586	29	1599	103	-127	-4.379310344827586	29	1599	103	-127	-4.379310344827586	29	1599	103	-127	-4.379310344827586	29	1599	103	-127	-4.379310344827586	29	1599	103	-127	-4.379310344827586	29	1599
104	-100	-50.0	2	1601	104	-100	-50.0	2	1601	104	-100	-50.0	2	1601	104	-100	-50.0	2	1601	104	-100	-50.0	2	1601	104	-100	-50.0	2	1601	104	-100	-50.0	2	1601	104	-100	-50.0	2	1601	104	-100	-50.0	2	1601	104	-100	-50.0	2	1601	104	-100	-50.0	2	1601	104	-100	-50.0	2	1601	104	-100	-50.0	2	1601	104	-100	-50.0	2	1601	104	-100	-50.0	2	1601
105	-105	-15.0	7	1608	105	-105	-15.0	7	1608	105	-105	-15.0	7	1608	105	-105	-15.0	7	1608	105	-105	-15.0	7	1608	105	-105	-15.0	7	1608	105	-105	-15.0	7	1608	105	-105	-15.0	7	1608	105	-105	-15.0	7	1608	105	-105	-15.0	7	1608	105	-105	-15.0	7	1608	105	-105	-15.0	7	1608	105	-105	-15.0	7	1608	105	-105	-15.0	7	1608	105	-105	-15.0	7	1608
106	-100	-50.0	2	1610	106	-100	-50.0	2	1610	106	-100	-50.0	2	1610	106	-100	-50.0	2	1610	106	-100	-50.0	2	1610	106	-100	-50.0	2	1610	106	-100	-50.0	2	1610	106	-100	-50.0	2	1610	106	-100	-50.0	2	1610	106	-100	-50.0	2	1610	106	-100	-50.0	2	1610	106	-100	-50.0	2	1610	106	-100	-50.0	2	1610	106	-100	-50.0	2	1610	106	-100	-50.0	2	1610
